game_id,home_players,away_players,result
20301033,"['Rick Fox', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Peja Stojakovic', 'Chris Webber', 'Vlade Divac', 'Doug Christie', 'Mike Bibby']",1
20301012,"['Rick Fox', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Keith Van Horn', 'Joe Smith', 'Brian Skinner', 'Michael Redd', 'Damon Jones']",1
20300995,"['Rick Fox', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Matt Barnes', 'Elton Brand', 'Chris Kaman', 'Corey Maggette', 'Keyon Dooling']",1
20300981,"['Corey Maggette', 'Elton Brand', 'Chris Kaman', 'Quentin Richardson', 'Keyon Dooling']","['Rick Fox', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",0
20300966,"['Rick Fox', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['DeShawn Stevenson', 'Juwan Howard', 'Andrew DeClercq', 'Tracy McGrady', 'Tyronn Lue']",1
20300952,"['Linton Johnson', 'Antonio Davis', 'Eddy Curry', 'Jamal Crawford', 'Kirk Hinrich']","['Karl Malone', 'Rick Fox', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",0
20300943,"['Latrell Sprewell', 'Kevin Garnett', 'Michael Olowokandi', 'Trenton Hassell', 'Sam Cassell']","['Rick Fox', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",1
20300926,"['Jiri Welsch', 'Brandon Hunter', 'Mark Blount', 'Chucky Atkins', 'Paul Pierce']","['Slava Medvedenko', 'Rick Fox', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",0
20300916,"['Andrei Kirilenko', 'Tom Gugliotta', 'Jarron Collins', 'Carlos Arroyo', 'Sasha Pavlovic']","['Rick Fox', 'Luke Walton', ""Shaquille O'Neal"", 'Gary Payton', 'Kareem Rush']",1
20300906,"['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kareem Rush', 'Gary Payton']","['Richard Jefferson', 'Kenyon Martin', 'Jason Collins', 'Kerry Kittles', 'Lucious Harris']",1
20300894,"['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Rashard Lewis', 'Reggie Evans', 'Vitaly Potapenko', 'Ray Allen', 'Antonio Daniels']",1
20300881,"['Jim Jackson', 'Kelvin Cato', 'Yao Ming', 'Steve Francis', 'Cuttino Mobley']","['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Gary Payton', 'Kobe Bryant']",0
20300869,"['Stephen Jackson', 'Chris Crawford', 'Joel Przybilla', 'Jason Terry', 'Boris Diaw']","['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Gary Payton', 'Kareem Rush']",1
20300858,"['Richard Jefferson', 'Kenyon Martin', 'Jason Collins', 'Kerry Kittles', 'Jason Kidd']","['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",0
20300848,"['Jerry Stackhouse', 'Kwame Brown', 'Brendan Haywood', 'Juan Dixon', 'Gilbert Arenas']","['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",0
20300836,"['Rick Fox', 'Brian Cook', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Peja Stojakovic', 'Darius Songaila', 'Vlade Divac', 'Doug Christie', 'Mike Bibby']",0
20300831,"['Carmelo Anthony', 'Nene', 'Marcus Camby', 'Voshon Lenard', 'Andre Miller']","['Slava Medvedenko', 'Rick Fox', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",0
20300808,"['Shawn Marion', ""Amar'e Stoudemire"", 'Jahidi White', 'Leandro Barbosa', 'Joe Johnson']","['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Gary Payton', 'Kobe Bryant']",0
20300793,"['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Glenn Robinson', 'Kenny Thomas', 'Samuel Dalembert', 'Eric Snow', 'Allen Iverson']",1
20300780,"['Clifford Robinson', 'Brian Cardinal', 'Erick Dampier', 'Jason Richardson', 'Speedy Claxton']","['Slava Medvedenko', 'Rick Fox', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",0
20300772,"['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']",1
20300756,"['Jim Jackson', 'Kelvin Cato', 'Yao Ming', 'Steve Francis', 'Cuttino Mobley']","['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Gary Payton', 'Kobe Bryant']",1
20300742,"['Caron Butler', 'Lamar Odom', 'Brian Grant', 'Dwyane Wade', 'Eddie Jones']","['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Gary Payton', 'Kareem Rush']",0
20300729,"['Keith Bogans', 'Juwan Howard', 'Andrew DeClercq', 'Tracy McGrady', 'Tyronn Lue']","['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kareem Rush', 'Gary Payton']",0
20300708,"['Glenn Robinson', 'Kenny Thomas', 'Samuel Dalembert', 'Eric Snow', 'Allen Iverson']","['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Gary Payton', 'Derek Fisher']",1
20300703,"['Eric Williams', 'Carlos Boozer', 'Zydrunas Ilgauskas', 'Jeff McInnis', 'LeBron James']","['Rick Fox', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Gary Payton', 'Derek Fisher']",0
20300683,"['Metta World Peace', 'Al Harrington', 'Jeff Foster', 'Reggie Miller', 'Jamaal Tinsley']","['Devean George', 'Slava Medvedenko', 'Horace Grant', 'Kareem Rush', 'Gary Payton']",1
20300681,"['Vince Carter', 'Donyell Marshall', 'Chris Bosh', 'Alvin Williams', 'Jalen Rose']","['Devean George', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kareem Rush', 'Gary Payton']",0
20300667,"['Devean George', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kareem Rush', 'Gary Payton']","['Latrell Sprewell', 'Kevin Garnett', 'Ervin Johnson', 'Trenton Hassell', 'Sam Cassell']",0
20300655,"['Devean George', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Rashard Lewis', 'Calvin Booth', 'Vitaly Potapenko', 'Ray Allen', 'Antonio Daniels']",1
20300625,"['Raja Bell', 'Michael Ruffin', 'Greg Ostertag', 'Carlos Arroyo', 'DeShawn Stevenson']","['Devean George', 'Slava Medvedenko', 'Horace Grant', 'Gary Payton', 'Kobe Bryant']",0
20300606,"['Josh Howard', 'Antoine Walker', 'Dirk Nowitzki', 'Michael Finley', 'Steve Nash']","['Devean George', 'Luke Walton', 'Slava Medvedenko', 'Gary Payton', 'Kareem Rush']",1
20300600,"['Pau Gasol', 'James Posey', 'Lorenzen Wright', 'Jason Williams', 'Mike Miller']","['Devean George', 'Slava Medvedenko', 'Brian Cook', 'Gary Payton', 'Kareem Rush']",1
20300589,"['Devean George', 'Bryon Russell', 'Slava Medvedenko', 'Kareem Rush', 'Gary Payton']","['Shawn Marion', 'Casey Jacobsen', 'Jake Voskuhl', 'Joe Johnson', 'Leandro Barbosa']",0
20300575,"['Devean George', 'Slava Medvedenko', 'Jamal Sampson', 'Kareem Rush', 'Gary Payton']","['Corey Maggette', 'Elton Brand', 'Chris Kaman', 'Marko Jaric', 'Eddie House']",1
20300564,"['Peja Stojakovic', 'Brad Miller', 'Vlade Divac', 'Doug Christie', 'Mike Bibby']","['Devean George', 'Slava Medvedenko', 'Jamal Sampson', 'Kareem Rush', 'Gary Payton']",1
20300550,"['Devean George', 'Slava Medvedenko', 'Horace Grant', 'Kareem Rush', 'Gary Payton']","['Carmelo Anthony', 'Nene', 'Marcus Camby', 'Voshon Lenard', 'Andre Miller']",1
20300531,"['Devean George', 'Slava Medvedenko', 'Horace Grant', 'Kobe Bryant', 'Gary Payton']","['Eric Williams', 'Carlos Boozer', 'Zydrunas Ilgauskas', 'LeBron James', 'Kedrick Brown']",1
20300515,"['Devean George', 'Slava Medvedenko', 'Horace Grant', 'Kobe Bryant', 'Gary Payton']","['Stephen Jackson', 'Shareef Abdur-Rahim', 'Theo Ratliff', 'Boris Diaw', 'Jason Terry']",1
20300500,"['Carmelo Anthony', 'Nene', 'Marcus Camby', 'Voshon Lenard', 'Andre Miller']","['Devean George', 'Slava Medvedenko', 'Horace Grant', 'Kobe Bryant', 'Gary Payton']",1
20300488,"['Latrell Sprewell', 'Kevin Garnett', 'Ervin Johnson', 'Trenton Hassell', 'Sam Cassell']","['Devean George', 'Slava Medvedenko', 'Horace Grant', 'Kobe Bryant', 'Gary Payton']",1
20300476,"['Corey Maggette', 'Elton Brand', 'Chris Kaman', 'Quentin Richardson', 'Doug Overton']","['Devean George', 'Slava Medvedenko', 'Horace Grant', 'Kobe Bryant', 'Gary Payton']",1
20300462,"['Rashard Lewis', 'Vladimir Radmanovic', 'Jerome James', 'Ray Allen', 'Brent Barry']","['Devean George', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",1
20300429,"['Devean George', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Vin Baker', 'Jiri Welsch', 'Mark Blount', 'Paul Pierce', 'Mike James']",1
20300403,"['Devean George', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Kelvin Cato', 'Jim Jackson', 'Yao Ming', 'Cuttino Mobley', 'Steve Francis']",0
20300400,"['Clifford Robinson', 'Mike Dunleavy', 'Erick Dampier', 'Jason Richardson', 'Nick Van Exel']","['Slava Medvedenko', 'Devean George', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",1
20300385,"['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Shawn Marion', 'Scott Williams', 'Jahidi White', 'Joe Johnson', 'Stephon Marbury']",1
20300369,"['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kareem Rush', 'Gary Payton']","['Carmelo Anthony', 'Nene', 'Marcus Camby', 'Voshon Lenard', 'Andre Miller']",1
20300326,"['Rasheed Wallace', 'Zach Randolph', 'Dale Davis', 'Jeff McInnis', 'Damon Stoudamire']","['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",1
20300318,"['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Antoine Walker', 'Dirk Nowitzki', 'Danny Fortson', 'Josh Howard', 'Steve Nash']",0
20300298,"['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Keith Van Horn', 'Kurt Thomas', 'Dikembe Mutombo', 'Shandon Anderson', 'Howard Eisley']",1
20300284,"['Devean George', 'Slava Medvedenko', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Matt Harpring', 'Andrei Kirilenko', 'Greg Ostertag', 'DeShawn Stevenson', 'Raul Lopez']",1
20300258,"['Michael Finley', 'Antoine Walker', 'Danny Fortson', 'Tony Delk', 'Steve Nash']","['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",0
20300251,"['Bruce Bowen', 'Tim Duncan', 'Rasho Nesterovic', 'Manu Ginobili', 'Tony Parker']","['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Gary Payton', 'Kobe Bryant']",0
20300234,"['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Metta World Peace', ""Jermaine O'Neal"", 'Jeff Foster', 'Reggie Miller', 'Kenny Anderson']",1
20300222,"['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Bruce Bowen', 'Tim Duncan', 'Rasho Nesterovic', 'Manu Ginobili', 'Tony Parker']",1
20300208,"['Devean George', 'Karl Malone', 'Horace Grant', 'Kobe Bryant', 'Gary Payton']","['Kwame Brown', 'Christian Laettner', 'Brendan Haywood', 'Larry Hughes', 'Chris Whitney']",1
20300187,"['Devean George', 'Karl Malone', 'Horace Grant', 'Kobe Bryant', 'Gary Payton']","['James Posey', 'Pau Gasol', 'Jake Tsakalidis', 'Mike Miller', 'Jason Williams']",1
20300172,"['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Jalen Rose', 'Tyson Chandler', 'Eddy Curry', 'Kendall Gill', 'Scottie Pippen']",1
20300156,"['Shandon Anderson', 'Kurt Thomas', 'Dikembe Mutombo', 'Howard Eisley', 'Allan Houston']","['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",0
20300146,"['Tayshaun Prince', 'Ben Wallace', 'Elden Campbell', 'Richard Hamilton', 'Chauncey Billups']","['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",1
20300138,"['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Udonis Haslem', 'Lamar Odom', 'Brian Grant', 'Eddie Jones', 'Dwyane Wade']",1
20300124,"['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Tayshaun Prince', 'Ben Wallace', 'Elden Campbell', 'Richard Hamilton', 'Chauncey Billups']",1
20300111,"['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Michael Curry', 'Jerome Williams', 'Antonio Davis', 'Milt Palacio', 'Vince Carter']",1
20300091,"['James Posey', 'Pau Gasol', 'Jake Tsakalidis', 'Jason Williams', 'Mike Miller']","['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Gary Payton', 'Kobe Bryant']",1
20300070,"['George Lynch', 'P.J. Brown', 'Jamaal Magloire', 'Baron Davis', 'David Wesley']","['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Gary Payton', 'Kobe Bryant']",1
20300064,"['Bruce Bowen', 'Malik Rose', 'Rasho Nesterovic', 'Jason Hart', 'Manu Ginobili']","['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Gary Payton', 'Kobe Bryant']",0
20300050,"['Daniel Santiago', 'Tim Thomas', 'Joe Smith', 'T.J. Ford', 'Michael Redd']","['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']",0
20300040,"['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Kobe Bryant', 'Gary Payton']","['Mike Dunleavy', 'Clifford Robinson', 'Erick Dampier', 'Calbert Cheaney', 'Speedy Claxton']",1
20300037,"['Shawn Marion', ""Amar'e Stoudemire"", 'Jake Voskuhl', 'Stephon Marbury', 'Joe Johnson']","['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Gary Payton', 'Kobe Bryant']",0
20300003,"['Devean George', 'Karl Malone', ""Shaquille O'Neal"", 'Derek Fisher', 'Gary Payton']","['Antoine Walker', 'Dirk Nowitzki', 'Danny Fortson', 'Michael Finley', 'Steve Nash']",1
20301170,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Bruce Bowen', 'Tim Duncan', 'Rasho Nesterovic', 'Hedo Turkoglu', 'Tony Parker']",0
20301153,"['Carmelo Anthony', 'Nene', 'Marcus Camby', 'Voshon Lenard', 'Andre Miller']","['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']",1
20301140,"['Bruce Bowen', 'Tim Duncan', 'Rasho Nesterovic', 'Tony Parker', 'Hedo Turkoglu']","['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Damon Stoudamire', 'Derek Anderson']",1
20301131,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Mickael Pietrus', 'Clifford Robinson', 'Adonal Foyle', 'Mike Dunleavy', 'Jason Richardson']",1
20301105,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Stacey Augmon', 'P.J. Brown', 'Jamaal Magloire', 'Darrell Armstrong', 'David Wesley']",0
20301086,"['John Salmons', 'Kenny Thomas', 'Samuel Dalembert', 'Eric Snow', 'Aaron McKie']","['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Damon Stoudamire', 'Derek Anderson']",0
20301076,"['Walter McCarty', 'Jiri Welsch', 'Mark Blount', 'Chucky Atkins', 'Paul Pierce']","['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']",0
20301064,"['Kurt Thomas', 'Tim Thomas', 'Nazr Mohammed', 'Shandon Anderson', 'Stephon Marbury']","['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']",1
20301054,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Rashard Lewis', 'Reggie Evans', 'Vitaly Potapenko', 'Brent Barry', 'Ray Allen']",1
20301031,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Matt Barnes', 'Elton Brand', 'Chris Kaman', 'Corey Maggette', 'Eddie House']",1
20301017,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Jim Jackson', 'Maurice Taylor', 'Yao Ming', 'Cuttino Mobley', 'Steve Francis']",0
20301003,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Keith Bogans', 'Juwan Howard', 'Andrew DeClercq', 'DeShawn Stevenson', 'Tyronn Lue']",1
20300977,"['Metta World Peace', ""Jermaine O'Neal"", 'Jeff Foster', 'Reggie Miller', 'Jamaal Tinsley']","['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']",1
20300972,"['Joe Smith', 'Keith Van Horn', 'Brian Skinner', 'Damon Jones', 'Michael Redd']","['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']",0
20300959,"['Latrell Sprewell', 'Kevin Garnett', 'Michael Olowokandi', 'Trenton Hassell', 'Sam Cassell']","['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']",0
20300948,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Peja Stojakovic', 'Chris Webber', 'Vlade Divac', 'Doug Christie', 'Mike Bibby']",1
20300935,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Latrell Sprewell', 'Kevin Garnett', 'Michael Olowokandi', 'Trenton Hassell', 'Sam Cassell']",1
20300911,"['Corey Maggette', 'Elton Brand', 'Chris Kaman', 'Quentin Richardson', 'Marko Jaric']","['Darius Miles', 'Shareef Abdur-Rahim', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']",1
20300902,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Tom Gugliotta', 'Andrei Kirilenko', 'Jarron Collins', 'Sasha Pavlovic', 'Carlos Arroyo']",1
20300886,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Tayshaun Prince', 'Ben Wallace', 'Rasheed Wallace', 'Chauncey Billups', 'Lindsey Hunter']",0
20300491,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Pau Gasol', 'James Posey', 'Lorenzen Wright', 'Bonzi Wells', 'Jason Williams']",0
20300853,"['Antoine Walker', 'Dirk Nowitzki', 'Scott Williams', 'Michael Finley', 'Steve Nash']","['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']",1
20300843,"['Jim Jackson', 'Kelvin Cato', 'Yao Ming', 'Steve Francis', 'Cuttino Mobley']","['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']",1
20300815,"['DeShawn Stevenson', 'Juwan Howard', 'Steven Hunter', 'Tracy McGrady', 'Tyronn Lue']","['Shareef Abdur-Rahim', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']",0
20300813,"['Caron Butler', 'Lamar Odom', 'Brian Grant', 'Dwyane Wade', 'Eddie Jones']","['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Damon Stoudamire', 'Derek Anderson']",0
20300800,"['Darius Miles', 'Zach Randolph', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Ricky Davis', 'Mark Blount', 'Chris Mihm', 'Paul Pierce', 'Marcus Banks']",1
20300794,"['Clifford Robinson', 'Brian Cardinal', 'Erick Dampier', 'Jason Richardson', 'Speedy Claxton']","['Zach Randolph', 'Darius Miles', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']",0
20300779,"['Darius Miles', 'Shareef Abdur-Rahim', 'Theo Ratliff', 'Derek Anderson', 'Damon Stoudamire']","['Elton Brand', 'Corey Maggette', 'Chris Kaman', 'Marko Jaric', 'Quentin Richardson']",1
20300760,"['Darius Miles', 'Zach Randolph', 'Dale Davis', 'Derek Anderson', 'Damon Stoudamire']","['Carmelo Anthony', 'Nene', 'Francisco Elson', 'Voshon Lenard', 'Andre Miller']",0
20300748,"['Darius Miles', 'Zach Randolph', 'Dale Davis', 'Derek Anderson', 'Damon Stoudamire']","['Andrei Kirilenko', 'Michael Ruffin', 'Greg Ostertag', 'DeShawn Stevenson', 'Carlos Arroyo']",0
20300734,"['Darius Miles', 'Zach Randolph', 'Rasheed Wallace', 'Derek Anderson', 'Damon Stoudamire']","['Rashard Lewis', 'Calvin Booth', 'Vitaly Potapenko', 'Antonio Daniels', 'Ray Allen']",1
20300718,"['Andrei Kirilenko', 'Michael Ruffin', 'Greg Ostertag', 'Carlos Arroyo', 'DeShawn Stevenson']","['Darius Miles', 'Rasheed Wallace', 'Zach Randolph', 'Damon Stoudamire', 'Derek Anderson']",0
20300707,"['Casey Jacobsen', 'Shawn Marion', 'Jake Voskuhl', 'Leandro Barbosa', 'Joe Johnson']","['Darius Miles', 'Rasheed Wallace', 'Zach Randolph', 'Damon Stoudamire', 'Derek Anderson']",0
20300688,"['Carmelo Anthony', 'Nene', 'Marcus Camby', 'Voshon Lenard', 'Andre Miller']","['Darius Miles', 'Zach Randolph', 'Rasheed Wallace', 'Derek Anderson', 'Damon Stoudamire']",1
20300678,"['Darius Miles', 'Zach Randolph', 'Rasheed Wallace', 'Derek Anderson', 'Damon Stoudamire']","['Scottie Pippen', 'Antonio Davis', 'Eddy Curry', 'Jamal Crawford', 'Kirk Hinrich']",1
20300658,"['Stephen Jackson', 'Shareef Abdur-Rahim', 'Theo Ratliff', 'Jason Terry', 'Boris Diaw']","['Darius Miles', 'Rasheed Wallace', 'Zach Randolph', 'Damon Stoudamire', 'Derek Anderson']",0
20300651,"['Pau Gasol', 'James Posey', 'Lorenzen Wright', 'Jason Williams', 'Mike Miller']","['Zach Randolph', 'Darius Miles', 'Rasheed Wallace', 'Damon Stoudamire', 'Derek Anderson']",0
20300634,"['Jarvis Hayes', 'Kwame Brown', 'Etan Thomas', 'Juan Dixon', 'Brevin Knight']","['Zach Randolph', 'Darius Miles', 'Rasheed Wallace', 'Derek Anderson', 'Damon Stoudamire']",0
20300620,"['Ruben Patterson', 'Zach Randolph', 'Rasheed Wallace', 'Derek Anderson', 'Damon Stoudamire']","['Clifford Robinson', 'Mike Dunleavy', 'Erick Dampier', 'Jason Richardson', 'Speedy Claxton']",0
20300595,"['Peja Stojakovic', 'Brad Miller', 'Vlade Divac', 'Doug Christie', 'Mike Bibby']","['Qyntel Woods', 'Zach Randolph', 'Rasheed Wallace', 'Derek Anderson', 'Damon Stoudamire']",0
20300577,"['Shawn Marion', ""Amar'e Stoudemire"", 'Jake Voskuhl', 'Leandro Barbosa', 'Joe Johnson']","['Rasheed Wallace', 'Zach Randolph', 'Dale Davis', 'Damon Stoudamire', 'Derek Anderson']",1
20300574,"['Rasheed Wallace', 'Zach Randolph', 'Vladimir Stepania', 'Derek Anderson', 'Damon Stoudamire']","['Antoine Walker', 'Dirk Nowitzki', 'Shawn Bradley', 'Michael Finley', 'Travis Best']",0
20300555,"['Qyntel Woods', 'Zach Randolph', 'Dale Davis', 'Derek Anderson', 'Damon Stoudamire']","['Shawn Marion', ""Amar'e Stoudemire"", 'Jake Voskuhl', 'Joe Johnson', 'Leandro Barbosa']",0
